PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.2.aws.iam.3;Requisitos de acceso;op.acc.2;operacional;control de acceso;De acuerdo con las medidas del Esquema Nacional de seguridad los derechos de acceso de cada recurso, se establecerán según las decisiones de la persona responsable del recurso, ateniéndose a la política y normativa de seguridad del sistema;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.2.aws.vpn.2;Requisitos de acceso;op.acc.2;operacional;control de acceso;Deberán restringirse los permisos a usuarios para utilizar la acción ec2:DescribeVpnConnections. Esta acción permite a los usuarios ver la información de configuración de la gateway de cliente sobre las conexiones Site-to-Site VPN de su cuenta.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.2.aws.vpn.3;Requisitos de acceso;op.acc.2;operacional;control de acceso;La rotación de certificados de VPN deberá asignarse siguiendo las recomendaciónes de segregación de funciones tal y como se explica en la sección 3.1.1.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.2.r1.aws.iam.1;Privilegios de acceso;op.acc.2.r1;operacional;control de acceso;Evitar el uso de asunción de roles para cualquier cuenta.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.3.aws.iam.1;Segregación de funciones y tareas;op.acc.3;operacional;control de acceso;Enumerar los recursos específicos a los que puede obtener acceso una función de trabajo.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.3.aws.iam.2;Segregación de funciones y tareas;op.acc.3;operacional;control de acceso;Emplear correctamente el uso de RBAC/ABAC para separar las funciones de desarrollo y operación.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.3.aws.iam.3;Segregación de funciones y tareas;op.acc.3;operacional;control de acceso;Emplear correctamente el uso de RBAC/ABAC para separar las funciones de autorización y control de uso.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.3.aws.iam.4;Segregación de funciones y tareas;op.acc.3;operacional;control de acceso;Las políticas IAM deberían estar asociadas solo a grupos y a roles.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.3.r3.aws.iam.1;Acceso a la información de seguridad;op.acc.3.r3;operacional;control de acceso;Limitar el acceso a la información de seguridad del sistema a los administradores de seguridad utilizando los mecanismos de acceso imprescindibles (consola, interfaz web, acceso remoto etc.).;opcional;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.4.aws.iam.12;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM únicamente deben poder asignarse por el usuario que tenga la función de control de accesos expresamente atribuida.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.4.aws.iam.13;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;No utilizar el usuario raíz salvo necesidad expresa.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.4.aws.iam.4;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se puede utilizar Acces Analyzer para identificar recursos y cuentas, validar las políticas contra las prácticas recomendadas y generar políticas con base en la actividad de acceso de registros de CloudTrail.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.4.aws.iam.5;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;En cuanto a los accesos a las instancias alojadas en AWS se recomienda emplear mecanismos para mantener a las personas alejadas de los datos. Es decir, limitar al máximo el acceso directo a los datos por parte de los usuarios.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.4.aws.iam.10;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se evitará que los usuarios puedan deshabilitar o modificar servicios relacionados con el área de seguridad como AWS Config o AWS CloudWatch.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.4.aws.iam.11;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Deberá definirse una política de IAM que conceda permiso al usuario o rol de IAM  para utilizar exclusivamente los recursos y las acciones de WorkSpace que necesita.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.4.aws.vpn.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las configuraciones de las políticas de las AWS VPN deben tener las redes específicas con las que se va a establecer la conectividad y evitar políticas genéricas basadas en routing donde se pierde el control granular de las redes permitidas en los SA de la VPN.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.4.aws.vpn.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;En configuraciones de AWS DirectConnect, deberán controlarse los AS y el routing que se lleva por BGP, de modo que se propague el mínimo de rutas y se asegure que no exista redistribución de rutas/redes privadas de entornos del cliente hacia el ISP.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.6.r2.aws.iam.2;Contraseña + otro factor de autenticación;op.acc.6.r2;operacional;control de acceso;Se recomienda que la organización determine qué llamadas a la API deben también contar con seguridad reforzada a través de un doble factor de autenticación.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.6.r3.aws.iam.1;Certificados;op.acc.6.r3;operacional;control de acceso;Utilizar el servicio AWS IAM Roles Anywhere para crear un ancla de confianza en la que se haga referencia al servicio AWS Certificate Manager Private CA o registrar sus propias autoridades de certificación (CA), permitiendo usar el certificado emitido por la misma para obtener credenciales temporales para el acceso al entorno AWS. Estos certificados deberán estar protegidos por un segundo factor.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.6.r5.aws.iam.2;Registro;op.acc.6.r5;operacional;control de acceso;Habilitar la información de usuario sobre la fecha de último uso de sus claves de acceso.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.6.r9.aws.iam.1;Acceso remoto (todos los niveles);op.acc.6.9;operacional;control de acceso;Deberá asegurarse que se está haciendo uso de HTTPS en todas las llamadas a API. Esto se puede lograr a través de una política IAM que rechace el tráfico que no sea HTTPS.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.acc.6.r9.aws.iam.2;Acceso remoto (todos los niveles);op.acc.6.9;operacional;control de acceso;En caso de que las llamadas a las APIs no se produzcan de manera constante, se recomienda condicionar su realización a aquellas franjas horarias en las que sean necesarias. ;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.1.r2.aws.sminv.1;Identificación periódica de activos;op.exp.1.r2;operacional;explotación;Disponer de herramientas que permitan visualizar de forma continua el estado de todos los equipos en la red, en particular servidores y los dispositivos de red y comunicaciones.;opcional;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.1.r3.aws.tag.1;Lista de componentes software;op.exp.1.r4;operacional;explotación;Mantener actualizada una relación de los componentes software de terceros utilizados en el despliegue del sistema. Listado equivalente a lo requerido en mp.sw.1.r5.;opcional;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.3.r4.aws.cfg.2;Copias de seguridad;op.exp.3.r3;operacional;explotación;Desplegar toda la infraestructura de AWS a través de código con el servicio AWS CloudFormation.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.4.aws.ami.1;Mantenimiento y actualizaciones de seguridad;op.exp.4;operacional;explotación;Una forma eficiente de garantizar la instalación de las versiones actualizadas y aprobadas del software de los sistemas es la utilización de Golden AMIs.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.5.aws.cm.1;Gestión de cambios;op.exp.5;operacional;explotación;La entidad usuaria puede hacer uso de la utilidad AWS Change Manager para mantener un registro actualizado de las plantillas y peticiones de cambio en las que se incluya información en detalle sobre estos.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.5.aws.cal.1;Gestión de cambios;op.exp.5;operacional;explotación;Utilizar AWS Change Calendar para establecer una ventana de tiempo (fecha y hora) en la que realizar los cambios y las pruebas de preproducción en equipos equivalentes a los de producción sin riesgo a que estas afecten a la continuidad del servicio prestado.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.6.r1.aws.sys.1;Escaneo periódico;op.exp.6.r1;operacional;explotación;Automatizar las operaciones estándar a llevar a cabo para la respuesta en caso de incidente a través de AWS System Manager;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.6.r3.aws.sys.1;Lista blanca;op.exp.6.r3;operacional;explotación;Hacer uso de AWS System Manager Inventory para definir, a nivel de software, una lista blanca de aplicaciones.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.6.r4.aws.sys.1;Capacidad de respuesta en caso de incidente;op.exp.6.r4;operacional;explotación;Automatizar tareas estándar a través de AWS System Manager;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.8.r1.aws.cw.1;Revisión de los registros;op.exp.8.r1;operacional;explotación;Utilizar el servicio AWS CloudWatch para centralizar y revisar los registros de todos los sistemas independientemente de su origen.;alto;refuerzo;trazabilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.8.r3.aws.ct.1;Retención de registros;op.exp.8.r3;operacional;explotación;Ejecutar la acción PutRetentionPolicy de Amazon CloudWatch, permitiendo así establecer la retención del grupo de registros especificado y configurar el número de días durante los cuales se conservarán los eventos de registro en el grupo seleccionado de acuerdo con el documento de seguridad correspondiente. Paralelamente, se debe definir un periodo de retención para los datos almacenados en CloudTrail Lakes.;alto;refuerzo;trazabilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.10.aws.cmk.6;Protección de claves criptográficas;op.exp.10;operacional;explotación;Utilizar el principio de mínimos privilegios para las políticas asociadas a claves.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.10.aws.cmk.7;Protección de claves criptográficas;op.exp.10;operacional;explotación;Utilizar tags y alias para una mejor administración de las claves.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.exp.10.aws.cmk.8;Protección de claves criptográficas;op.exp.10;operacional;explotación;Utilizar las políticas IAM y las concesiones de claves para el acceso a las mismas.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.cont.2.aws.az.1;Plan de continuidad;op.cont.2;operacional;continuidad del servicio;(Organizativo) Deberá implementarse correctamente la distribución de servicios según regiones y zonas de disponibilidad para limitar al máximo los riesgos asociados a una única ubicación.;alto;requisito;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;op.mon.1.aws.gd.4;Detección de intrusión;op.mon.1;operacional;monitorización del sistema;La administración de Amazon GuardDuty quedará delegada exclusivamente a la cuenta de seguridad para garantizar una correcta asignación de los roles para este servicio.;alto;medida;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.com.2.aws.vpn.1;Protección de la confidencialidad;mp.com.2;medidas de protección;protección de las comunicaciones;Garantizar que las conexiones entre la VPC y la red local (remota) se canalizan a través de VPN Site-to-Site o bien a través de Direct Connect.;alto;requisito;confidencialidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.com.2.aws.vpn.2;Protección de la confidencialidad;mp.com.2;medidas de protección;protección de las comunicaciones;Garantizar que las conexiones entre la VPC y la red local (remota) se canalizan a través de VPN Site-to-Site o bien a través de Direct Connect.;alto;requisito;confidencialidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.com.3.r1.aws.vpn.1;Redes privadas virtuales;mp.com.3.r1;medidas de protección;protección de las comunicaciones;Utilizar VPN Site-to-Site para conectar las VPCs con las redes locales o externas.;alto;refuerzo;integridad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.si.2.r1.aws.kms.1;Productos certificados;mp.si.2.r1;medidas de protección;protección de los soportes de información;Utilizar productos certificados conforme a op.pl.5, si bien AWS KMS es un producto certificado cuyo uso satisface la exigencia de este control.;alto;refuerzo;confidencialidad,integridad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.sw.2.r1.aws.cfgd.1;Aceptación y puesta en servicio;mp.sw.2.r2;medidas de protección;protección de la información;Habilitar CloudFormation Guard para el apoyo en las tareas de inspección de recursos no conformes implementados en el código fuente.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.info.6.aws.iam.1;Copias de seguridad;mp.info.6;medidas de protección;protección de la información;La organización puede hacer uso de roles y políticas IAM para la definición y asignación de permisos en cuanto a controles de acceso de las copias de respaldo.;alto;recomendacion;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.info.6.r2.aws.bcku.1;Protección de las copias de seguridad;mp.info.6.r2;medidas de protección;protección de la información;La organización puede hacer uso de la nube de AWS como ubicación diferente para el almacenamiento de la copia de seguridad separada del resto o, incluo, utilizar los servicios de ubicación para separar una copia de seguridad en una ubicación diferente dentro de la propia nube.;alto;recomendacion;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.s.1.aws.wm.1;Protección del correo electrónico;mp.s.1;medidas de protección;protección de los servicios;Se deberá hacer uso del cifrado de la información contenida en los correos electrónicos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.s.1.aws.wm.3;Protección del correo electrónico;mp.s.1;medidas de protección;protección de los servicios;En SES, se debe hacer uso de la opción que permite a los usuarios enviar correo electrónico cifrado con S/MIME;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-07-18 12:41:38.079808;mp.s.1.aws.wm.2;Protección del correo electrónico;mp.s.1;medidas de protección;protección de los servicios;Habilitar el registro de eventos de Workmail en CloudWatch para realizar el seguimiento de mensajes con spam.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
